0,2574374895.mp4,TN,what did the baby do after throwing the green cup away while on the floor near the end?,2,['clap proudly', 'the lady sitting down', 'lay on floor', 'just picked it up', 'crawl'],None
1,2925959064.mp4,DL,where is this place?,1,['mall', 'river', 'swimming pool', 'living room', 'mountain'],1
2,3083302557.mp4,TC,what did the lady do while turning back?,1,['walk away', 'thumbs up', 'put down her club', 'applying cream on face', 'caressing for the dog'],1
4,3621121750.mp4,CW,why did the boy punch his hand forwards in the middle of the video?,4,['to touch the sandals', 'to dance on the floor', 'to play', 'he is bored', 'listening to music and dancing'],4
5,4078892037.mp4,CH,how is the baby held?,2,['in the high chair', 'in her arms', 'swing', 'strapped into pram', 'on white lady s arms'],3
6,4522565412.mp4,CH,how did the man move the sides of the cube quickly?,2,['walk forwards and backwards', 'jumps', 'twist it', 'spim forward', 'running'],2
8,3747186945.mp4,TN,how did the girl in braids feel after she finally found the item under the sofa at the end of the video?,4,['turned behind', 'put finger in her mouth', 'touch ball', 'put the box aside', 'happy and excited'],4
9,6091329636.mp4,TC,what is the woman doing?,0,['cycling', 'squatting', 'playing instrument', 'drinking soup', 'skiing'],0
11,9289576155.mp4,CW,why does the brown cat watch the other cat eat food?,3,['wants to go into box', 'resting', 'change playing position', 'waiting for his turn', 'to rest'],3
12,4188739935.mp4,TN,what did the man do after he finished taking the boy s photo?,4,['smile', 'stretch out his arms', 'play with toy', 'pass photo to lady in white', 'stand up'],4
13,4544425606.mp4,CH,how many eagles are there in the video?,0,['one', 'two', 'three', 'none', 'four'],1
14,6885309190.mp4,CH,how did the baby rest his head a few times in the video?,1,['with his hands', 'on the cushion', 'with support of the toy', 'on woman s lap', 'use toy as support'],2
15,9072405003.mp4,DO,what was the colour of the cotton stick?,0,['blue', 'red', 'yellow and blue', 'pink', 'lights'],0
16,9371342049.mp4,DL,where is this video taken?,2,['dancing hall', 'train', 'park', 'bedroom', 'sheltered area'],2
19,11342887364.mp4,CW,why is the man raising his legs throughout the video?,1,['girl hit wall', 'part of the dance routine', 'practicing', 'to wave', 'pushing the rod'],1
20,3579030253.mp4,DC,how many dogs are there in the video?,0,['two', 'three', 'four', 'five', 'six'],2
21,3205604574.mp4,TC,what did the girl do near the middle of the video?,0,['walks away', 'run to camera', 'pat her face', 'he squatted down', 'talk to the adult'],4
22,11169386614.mp4,CW,why is the man running with the white dog?,2,['exercising', 'following the hand gesture', 'guiding the dog', 'chasing the car', 'chasing it'],2
23,4827069441.mp4,CW,why did the boy bend his head towards the rabbit in the middle of the video?,0,['kiss it', 'pick up the stick', 'wave to rabbit', 'sleep on the rabbit', 'feed rabbit'],4
24,3425409935.mp4,CW,why does the lady assist the baby in the beginning?,2,['playing with the baby', 'prevent him from falling', 'to guide', 'baby fell down', 'carrying her'],2
26,6579160577.mp4,CW,where is the boy looking at the piano while he plays it?,2,['at pedal', 'microphone', 'looking at the keys', 'lady', 'at his phone'],2
27,7064920441.mp4,TC,how is the man feeling while he bounces the baby up and down?,3,['dismissive', 'angry', 'contented', 'happy', 'upset'],3
29,4651795201.mp4,CW,why was there a hand over the table?,0,['put noodles in', 'write on board', 'clear plates', 'give child drink', 'feed the bird'],2
30,4890173699.mp4,CW,why does the man put his hand on the tiger?,1,['clean the tiger', 'caress it', 'remove dirt', 'feed tiger', 'tickle tiger'],1
32,7004238086.mp4,CH,how did the cats ensure they are comfortable?,4,['caress it', 'wrapped with blanket', 'closing their eyes', 'blanket in the litter box', 'sitting on the sofa'],4
33,5866947362.mp4,TC,how is the woman in green feeling watching the man in brown and the girl?,2,['terrible', 'afraid', 'happy', 'shy', 'weary'],2
34,6801869574.mp4,CW,why does the man pull the baby sitting on the sled by the rope?,3,['bring baby away from woman', 'for boy to pull sled', 'pass it to boy', 'help baby sledge', 'show to other people'],3
35,2794873229.mp4,CW,why is the cat lying silently on the man s lap?,1,['fix its furs', 'resting', 'listening to the man', 'get combed', 'looking at snow'],1
36,4625256813.mp4,TN,what does the man do after falling out from the skateboard?,2,['walk away', 'goes to the other side', 'pick up skateboard', 'tries to catch cards', 'ride scooter'],2
37,5508995205.mp4,TC,what did the lady do when the baby in pink lost her red toy?,0,['push baby towards toy', 'shake the toy', 'stand up', 'turns around and walk', 'pick up toy for her'],4
38,2579825280.mp4,CW,why do the ladies take precaution while crossing from one end to the other?,1,['trying out poses', 'walking on single plank bridge', 'posing for photograph', 'protect the kids', 'carry bikes'],1
39,5624778109.mp4,DL,where is the dog sitting?,2,['on the floor', 'on the table', 'man s lap', 'on the snow', 'back of the car'],2
40,11589691386.mp4,CW,why is the cars in the street not moving?,4,['car accident', 'snow', 'shops mostly closed', 'car museum', 'parked'],4
41,8886103892.mp4,CW,why are there in built xylophones in the field?,4,['for girl to play', 'decorate path', 'main vocalist', 'its christmas time', 'interactive display'],4
42,3255908815.mp4,CW,why does the boy put his hands over the camera?,1,['paying attention to man', 'playing', 'hand gesture while talking', 'show affection', 'tap table'],1
43,3086276600.mp4,CH,how does the lady in orange help the boy in blue?,4,['take his bag', 'pull his shoes', 'hold on to his bottle', 'draw a flower for him', 'push the swing'],4
44,4839003204.mp4,CW,why does the woman in blue swipe her eyes near the end of the video?,1,['remove makeup', 'wipe tears', 'dance together', 'make face', 'put cream on man s face'],1
45,3205604574.mp4,CW,why did the girl in pink lift her hands up?,2,['get the paint', 'drink her cup of water', 'copy boy s gestures', 'wants boy to hold her hand', 'to get the adults attention'],4
46,3844880628.mp4,TC,what is the other kid near the lady doing?,3,['singing', 'playing with toys', 'try to crawl', 'picking up the ball', 'happy'],1
47,7618872538.mp4,CH,how does the lady in white bounce the boy?,0,['shake leg', 'pushes the pram', 'touch his face', 'with a baby leash', 'with the baby walker'],None
49,4622742353.mp4,CW,why is there food on the hand?,2,['play music', 'baby spilled it', 'feed the bird', 'to eat', 'feed the baby'],2
50,6447803681.mp4,TC,what does the baby do as the lady brings the ball closer at the start?,3,['falls back down', 'squats down', 'no reaction', 'bite it', 'throw it'],2
51,5832442216.mp4,DC,how many people are present for the game?,3,['eight', 'four', 'one', 'two', 'thirteen'],3
52,3426605205.mp4,TN,what did the baby do after the hand adjusted the food on the table at the middle of the video?,2,['look behind him', 'extend his hand', 'put food on bib', 'put his palm up', 'opens his mouth'],2
