2202,4935987905,why is the brown dog bending down to the floor as it moved around?,"['food dropped on ground', 'sniffing ground', 'the person pushed it', 'get closer look at the toy', 'keep warm']",1,1
2204,4626085492,how did the white dog reacted when the red toy dropped on the floor?,"['look at dog in black vest', 'holds the toy in its mouth', 'jump up on sofa', 'hide in soil', 'hide behind lady']",2,1
2206,3502722122,what does the boy hold in his hands as he sits on the chair?,"['chair', 'ribbons', 'bracelet', 'toy', 'book']",4,4
2209,3830567237,why does the man in black move the water hose around in the middle of the video?,"['wash horse s body', 'watering plant', 'washing boat', 'washing car', 'fill up the tank']",0,0
2210,2854886555,how did the boy feel after managing to harvest the fruit?,"['accomplished', 'gets up and walks away', 'put hand inside the toy', 'try to scoop snow out', 'shield himself']",0,0
2213,5875242364,how is the baby rested in the pool?,"['swimming', 'lie on the it', 'standing', 'sitting', 'floating on board']",5,3
2214,4276006683,how does the person interact with the cat?,"['touch television screen', 'with two front paws', 'caress it', 'hold it', 'chase the tail of the toy']",3,2
2225,5549243726,how did the baby react while the girl is jumping up and down?,"['sit on sofa', 'look at her', 'get down', 'pats the baby on back', 'start crying']",1,1
2229,2712662377,why did the turtle put the hands on the leaf?,"['not step on the leaf', 'facilitate eating', 'he was moving in it', 'dropped from the trees', 'to understand the tool']",1,1
2230,5328616848,what was the man doing while the woman prepared the ingredients?,"['putting something in the oven', 'follow behind her', 'adjusting cakes', 'carve pumpkin', 'adjust shoes']",0,0
2231,3557498300,why does the boy in blue keep running?,"['flying kite', 'chased by dog', 'dance routine', 'talking', 'pass the ball']",0,0
2232,8783897632,where do they turn after they have reached the ground?,"['their right', 'look at camera', 'turn around', 'giving presents', 'wine tasting']",2,0
2233,11566930393,where could this be happening?,"['farm', 'dining room', 'living room', 'zoo', 'garden']",2,2
2235,5427285434,what did the boy do after he stopped dancing at the end?,"['walk away', 'pose with his hands', 'touch his head', 'stands up', 'turn around']",1,2
2236,3708066257,where are the people dancing?,"['in the forest', 'in the jungle', 'front yard', 'house', 'concert hall']",3,3
2238,6265968082,how are the microphones held in place?,"['mike stand', 'hanging with the rope', 'put on table', 'secured with cables', 'held in hands']",0,0
2245,3942617402,why does the train stops near the end?,"['old engine technology', 'safety', 'change direction', 'reach destination', 'combustion']",2,3
2246,4127497265,which part of the toy did the boy chew for the second time?,"['feet', 'hairs', 'tail', 'head', 'dinosaur toy']",4,0
2249,2567843468,what happens to the starfish after the girl splashes the water in the beginning?,"['stand on the plank', 'clap her hands', 'stand at the side', 'amazed', 'float away']",4,4
2251,6143391925,why did the woman reach out her hands at the beginning of the video?,"['pick up the mask', 'draw cards', 'hold baby', 'plant sapling', 'playing with toys']",2,2
2252,6898821807,how does the baby react to the boy holding his face?,"['crawl away', 'cry', 'run away', 'laughs', 'bite boy']",3,1
