202,5913180144,what does the man in blue socks do after he was put down by the man in grey suit?,"['arm wrestle', 'play with sand', 'walk along the lighted up wall', 'take a step away', 'bite him']",2,3
203,2834146886,how many dogs are there?,"['four', 'one', 'two', 'six', 'three']",1,2
204,2454242177,which direction did the baby push the blue toy after the start?,"['backward', 'let go of one hand and turn', 'pick them up from yellow part', 'forward', 'hit his legs']",3,0
205,2604394962,why did the man put the toy on the ledge of the wall?,"['stay balance to go up', 'to attract the boy', 'play with it', 'stabilise', 'for cat to play']",4,2
206,5205081904,why does the child turn around near the end of the video?,"['reaching for bottle', 'talking', 'he got the pacifier', 'to climb down the stairs', 'picks up the grey jacket']",1,4
208,4967810888,why does the woman in white bend down while walking in near the end?,"['ensure she do nt fall', 'pick up a bag', 'pose', 'touch lady in blue', 'stay clear of the plant']",0,4
210,4765564263,how did the boy in black pants moved from place to place?,"['walk', 'jump', 'cycling', 'on scooter', 'swimming']",1,0
212,2584172238,why did the woman place her hand at the boy s hip in the middle of the video?,"['take balloon away from baby', 'support boy', 'get closer to the bell', 'clean the hip', 'check whether baby peed']",2,1
213,4882821564,how did the boy react when he entered the room at the start?,"['dance', 'run', 'stretch his hand out', 'smile', 'walk close to it and look']",4,3
214,3192668394,why did the man in black sweater hold up a cup of water while talking to friends?,"['take a picture', 'hand the drink to someone', 'tell the lady something', 'wants to try pouring the water', 'drink']",4,4
215,14012319794,why did the girl pull the tent down towards her in the middle of the video?,"['take the book', 'try to take flag on top', 'carry the baby', 'pick up something on the floor', 'talking about it']",2,1
216,4273039295,how is the boy moving around?,"['hiking', 'walking', 'adult carry him', 'flying fox', 'skiing']",1,1
218,4626535366,why does the kid stands near the poster?,"['drawing on the poster', 'posing for a picture', 'adjusting height of the poster', 'talking about cleanliness to audience', 'scared the psoter will fall']",3,3
219,3345608051,where are the dogs fighting?,"['barren land', 'snow wild', 'living room', 'garden', 'grass patch']",0,0
220,6024684644,why did the man bend so low?,"['stabilise himself', 'adjust shoes', 'hiding from the dog', 'avoiding the sun', 'the hole is very deep']",2,4
221,3078294001,why does the man in white move away from the man in black in the middle?,"['take his shoes', 'starts walking while talking', 'get a drink', 'answer phone call', 'help the chef']",2,1
222,4762946272,what did the boy do after the woman poured the flour into the spoon?,"['take out candle', 'nodding and smiling', 'happy', 'pour flour', 'looking at her']",1,3
223,4087013668,where is this video taken?,"['bedroom', 'speech event', 'mountain', 'kitchen', 'playground']",0,3
224,11584566583,how did the woman in green adjusts her glasses at the middle?,"['push up using finger', 'take off and put on', 'held on to sides of ladder', 'nods her head', 'point her boards to make triangle']",0,0
225,4010069381,why does the man in brown look towards his back?,"['wait for the girl', 'check the screen', 'playing guitar', 'dancing together', 'talk to lady']",2,4
226,2573424030,why did the dog stand on 2 legs after seeing the man give a treat to the baby?,"['wanted food', 'wants to get pet', 'smile at camera', 'bigger dog didnt want it', 'man touches it']",2,0
227,8513603944,what does the child in blue helmet do after turning around?,"['the girls riding', 'continue walking', 'moves the object', 'reading something', 'eat it']",0,1
