2602,11587211476,why did the dog stop for a while on a bench?,"['scratch itself', 'pee', 'searching for something', 'to rest', 'to sniff the rubbish']",3,3
2604,2697214342,why does the man in white have to hold onto the side of the wood while the man in green bending it?,"['break the wood', 'help adjust the wood', 'pick up mud', 'waiting for their turn', 'not dirty his hands']",1,1
2606,6168716346,what is the boy with red shirt doing while the boy with jacket talking?,"['nervous', 'looking around', 'grab the food', 'choosing crayon to colour drawing', 'on his waist']",4,3
2608,6272786009,where is the event taking place?,"['forest', 'park', 'river', 'restaurant', 'garden']",2,2
2609,8811725760,why did the lady and the girl stayed at a position for a while in the middle of the video?,"['take photos', 'boy was there', 'pose', 'walk towards dog', 'pick up the mask']",2,2
2610,11849091804,what is the kid with red and blue shirt doing?,"['relaxed and happu', 'photo taking', 'happy and excited', 'open a present', 'playing with toys']",4,3
2611,5766018720,how does the dog toy get the baby s attenton at the beginning of the video?,"['lying on stomach', 'pat the dog', 'push ball with paw', 'move her head towards the dog', 'shake a lot']",4,4
2613,8252088130,what does the bird do while on the lady s hand?,"['walks to the boy', 'pottery', 'holding fruit', 'sit and look around', 'bend down']",3,3
2614,3821781616,why did the man put his two hands together after nodding his head?,"['posing for camera', 'to the tune of the music', 'playing a game', 'gesturing', 'replying to someone']",4,3
2616,2705374471,why did the older kid want to throw the shoe up and down?,"['wanted to exit boot', 'stabilise himself', 'grab the ball', 'passionate', 'catch baby s attention']",2,4
2617,7987845241,why is the person at the back holding the dog in the middle of the video?,"['playing fetch', 'play with toy', 'ensure dog do nt move while injecting', 'trying to move it', 'washing the dog']",3,2
2618,5766018720,why did the baby put the guitar away at the end of the video?,"['found another toy to play with', 'imbalanced', 'lost interest', 'crying', 'dropped his toy']",2,0
2619,4698622422,why did the woman go to the boy?,"['to speak to him', 'give him a racket', 'gave him tissues', 'hold boy up', 'adjust his shoes']",1,3
2620,7442562474,how did the brown cat hold onto the white cat nearing the end?,"['hold white cat s head', 'bite white cat s neck', 'hold collar', 'hold white cat tail', 'hold leash']",2,0
2621,6160414832,why are the people sitting around the table throughout the video?,"['talking', 'waiting for their turn to perform', 'having lunch', 'listening to speaker', 'playing cards']",2,4
2623,3198533789,how do the two men working position their backs?,"['on each other', 'shirtless', 'stand in a circle', 'bend', 'lie on ground']",4,3
2625,3380344744,how did the lady handle the baby?,"['clean him gently', 'shake baby with leg', 'strap baby to body', 'kiss the baby on forehead', 'holds his hands']",0,0
2628,4036955771,what does the man on the extrme right do after he stops playing his trumpet briefly?,"['bend down to look underneath', 'sing into mic', 'walked to the corner', 'look forward', 'pass phone back to woman']",3,3
2630,4372494989,why does the man in red bow?,"['thank audience', 'to grab the food', 'prayer s gesture', 'give space to the girl', 'poke crocodile']",3,2
2631,6988748711,what does the woman in blue do after spreading out the cloth?,"['put flower back into girl s hands', 'walks on it', 'look at her', 'play piano', 'play with kids']",2,1
2635,7223854838,why does the child in grey keep taking his hands on and off the glass?,"['distracted', 'adjust height of the glas', 'the glass was hot', 'playing with the glass', 'cleans the glass']",3,0
2636,11565498775,what did the man do after he took the boy s hand?,"['touch man s hoodie', 'shakes the toy', 'shield himself', 'guide boy to lift handle', 'hi-five']",2,3
2637,2547885226,why does the kid swing his leg towards the end?,"['remove the sand', 'to swing chair', 'strike a pose', 'play with elmo', 'excited']",4,0
2638,3502722122,why does the boy lean sideway at the end of the video?,"['keep his radio', 'talking to the lady', 'keep the book on the side', 'watch the performance', 'prepare to throw book']",4,2
2639,5902452647,why did the woman bend down while holding a camera?,"['keep balance', 'correct angle', 'talk to camera', 'to catch rolling fallen bapple', 'talk to girl at same height']",4,1
2640,10779838974,why do the two girls use both hands to hold the rake?,"['prevent it from falling', 'pose with it', 'push the rake', 'to climb on it', 'to clean it']",0,2
2641,4838113006,what objects are placed on the tables?,"['foods', 'microphones', 'dishes', 'fruits', 'bells']",3,4
2644,7416295940,what does the baby do after the man puts some sand on the toy car?,"['throw the toy car', 'grab more sand', 'push the car', 'hug the man', 'pour the sand out of car']",4,4
2645,4838113006,why is the lady in grey shifting the bells from one table to another?,"['making funny faces', 'pass to boy to play', 'singing a birthday song', 'tie knots', 'performing']",1,4
2646,2834146886,how does the black dog show that it is afraid of the bigger white dog?,"['stares at him', 'bites him', 'walks away from it', 'look at the dog', 'throw a ball to distract it']",2,2
2647,7999756100,how does the man in white interact with his red bag near the end?,"['carried on his back', 'give to lady in red', 'lay it down', 'swing up and down', 'raise both his hands']",2,2
2648,7001078933,why did the white helmet man reach out his hands when running towards the black helmet man?,"['push the black helmet man', 'catch the ball', 'hug the man', 'dancing with the man', 'pass ball to the man']",1,0
2650,5658916668,how did the man land on the ground?,"['jump down', 'someone pushed him', 'dog nudged him', 'he spun and fell', 'slipped']",0,4
2651,7492398760,why did the girl fall down when walking backwards near the end of the video?,"['lost balance', 'pushed by dog', 'pulled by the lady', 'playing with boy', 'tripped over can']",1,0
2652,2679130168,where is this video taken?,"['lake side', 'mountain areas', 'bedroom', 'sheltered area', 'jungle']",2,2
2653,4276006683,what is the response of the cat as the person closes his palm at the end?,"['look into the toilet bowl', 'turns over', 'bite it', 'spoon', 'grab his hand']",1,2
2654,2782658657,why does the girl in white look down at the feet at the beginning of the video?,"['ready to run', 'clean her mouth', 'pull rope with strength', 'arrange their standing', 'pedalling']",3,0
2655,3935853204,why did the lady touch the screen?,"['turn on the screen', 'check for dust', 'mimicking her child s behavior', 'screen is interactive by touch', 'wipe it']",3,3
2657,9531760182,what did the lady do after she put the bowl onto the table at the beginning of the table?,"['dancing', 'looked at baby', 'use her phone', 'feed the man', 'moves around']",2,1
2658,4164771889,why does the boy in red pants change his position?,"['teething', 'to wear his red jacket', 'to block the wind', 'to put more sand at once', 'he is more advanced']",3,3
2659,9208803675,what does the lady in green do after jumping down from the platform at the start?,"['play with it', 'lift her feet', 'talk to the people', 'caught her', 'swing']",2,4
2660,9217939684,why does the woman wearing a grey singlet hold the baby up at the start of the video?,"['help baby walk', 'playing catch', 'adjust baby position', 'posing with baby', 'lay her down and play']",0,0
2661,3469864014,why did the adult bend down after moving the board away from the table?,"['show cat the fish', 'adjust it', 'avoid screen', 'so baby can hold it', 'to move away from the lady']",1,0
2662,4970148391,where is the boy hanging out?,"['indoor', 'field', 'on a platform', 'restaurant', 'beach']",2,1
2664,7531285946,why does the woman climb up the ladder at the start of the video?,"['so that girl can see better', 'wandering around the kitchen', 'get to the other side', 'make puppet lively', 'take out plates from shelves']",0,2
2665,9213637099,why is the the girl in black being taught how to stand up and do the stunt?,"['to learn a new skill', 'dancing', 'spectating performance', 'stay clear of the hula hoop', 'give rhythm and beat']",4,0
2666,5854324479,why is the man in dark brown smiling at the end of the video?,"['said something funny', 'tie the lady s shoelaces', 'sign of respect', 'enjoy dancing', 'finish talking']",1,4
2667,4136617240,why does the girl move her body in front of the television?,"['passing to man to help', 'watch something', 'watch tv', 'dancing', 'mimicking the tv show']",4,3
2668,4674481985,where is this place?,"['outdoors', 'dirt field', 'waterfall', 'playground', 'stage']",2,2
2669,5138093706,what did the baby do after he turned to look at the handles of the stairs?,"['lick them', 'plays with another toy', 'stretch hand out', 'happy', 'crawl towards camera']",2,2
