2203,4372494989,what does the man do after standing up?,"['pray and bow', 'dancing to rhythm', 'push the float', 'jump', 'dance battle']",1,0
2205,2829462646,how does the person in stripes interact with the person in blue holding the camera?,"['dancing around him', 'pushing him around', 'pointing to the sun outside', 'hugged him tightly', 'use his hands to visualize his words']",2,4
2207,7987845241,why is the woman in purple patting the dog?,"['training the dog', 'washing the dog', 'playing with the dog', 'comforting the dog', 'hitting the dog']",4,3
2208,6031805098,how did the man in white cap hit the beetle down from the tree?,"['climb the tree', 'throw ball at beetle', 'hit leaves with a stick', 'lowered down by rope', 'jump up']",4,2
2211,2717347132,why was there saliva on the baby s mouth?,"['drooled', 'spitting', 'did not wipe his mouth clean', 'messing around', 'sucking his finger']",0,1
2212,5735711594,why does the bigger white dog suddenly move away?,"['playing', 'to play with the dogs', 'to get the green toy', 'avoid getting surrounded by 3 dogs', 'to throw the ball']",0,3
2215,5933003028,why are there wires within and outside the box?,"['to trip people', 'for operators to stand', 'prevent trains from moving out', 'provide electricity', 'boosting atmohsphere']",3,3
2216,3270490566,how do the people feel while performing?,"['upset', 'agitated', 'agreeable', 'happy', 'melancholic']",3,3
2217,2697261300,how many dogs are filmed?,"['one', 'five', 'four', 'two', 'three']",3,3
2218,6895608152,where is this video taken?,"['stage', 'forest', 'construction site', 'dinning table', 'living room']",3,0
2219,4419096437,what does the person do after laying his hand on the cat?,"['move its head', 'zooms into the tap', 'walks across', 'stroke', 'retaliate']",3,3
2220,6754608321,why does the girl move her finger along the baby s stomach?,"['playing with the baby', 'massage her', 'change her shirt', 'clean the stains on her shirt', 'tickle her']",3,0
2221,2871995580,what did the boy do after he picked up the ball at the start of the video?,"['play with instrument', 'throw it at dog', 'walk to the box', 'turns the bike around', 'jumps on the sofa']",3,2
2222,3581585756,how many adults are on the bus?,"['one', 'four', 'nine', 'five', 'two']",3,0
2223,4955723618,what is the man with white tag on shirt do while man in stripes speaking?,"['drinking water', 'holding a balloon', 'lean against wall and watch', 'resting on chair', 'talking to the man beside him']",3,2
2224,7571121368,why does the child stop walking for a while at the intersection?,"['carry girl', 'preparing to jump', 'careful of the rocks', 'to look at the person filming', 'no more space to push cart']",3,1
2226,5623068492,how did the two men protect their hands?,"['gloves', 'move arms', 'helmet', 'thick clothes', 'on each other']",1,0
2227,4859057828,why did the three ladies move away backwards so vigorously after standing next to each other the first time?,"['dancing', 'they were cringing', 'for him to go to center', 'prevent her flag from being taken away', 'want to sit down']",1,1
2228,3562017845,what did the bird do after stepping into the water?,"['bend down', 'walk around', 'look around', 'lifts up his leg', 'moves around']",1,0
2234,2573424030,why did the green shirt woman move her hands off her waist as she walks across the camera?,"['attract baby s attention', 'posing', 'pass her something', 'waiting', 'her back hurt']",2,4
2237,3270490566,what is the relationship between the people performing?,"['singers', 'band member', 'snake handler', 'flute performers', 'parent offspring']",3,1
2239,6618792571,why did the adult let go of the handle before the baby push the toy away?,"['close the hands', 'because its heavy', 'fidgeting', 'adjust it', 'for baby can walk alone']",0,4
2240,4151403382,why did the boy with brown bib pass the story book to the man?,"['ask him to read', 'to show the slippers', 'hold onto toy for boy', 'curious', 'to take a closer look']",0,0
2241,5429688959,why does the singer move away from the microphone and look down at the end of the video?,"['finish singing', 'pick up ball', 'attract audience', 'lure dog with treats', 'hit by microphone']",0,0
2242,9213637099,why are there a group of men at the back for the field?,"['playing cards', 'digging', 'playing with toy plane', 'watching their steps', 'meeting']",0,4
2243,4151403382,what does the boy in striped bib do after falling down?,"['stay on the ground', 'lie on his back', 'run towards the man', 'crawl to books', 'stand up']",0,3
2244,2835125654,why does the man in white hold up his phone in the middle of the video?,"['get calling', 'to unbuckle', 'distracted', 'take photos of the girls', 'take a photo']",0,4
2247,2679130168,how did the adult gets the child s attention onto the cushion?,"['touch the sofa', 'hit the cushion', 'shout', 'tries to climb on the cushion', 'hit the sofa']",4,1
2248,3441428429,why are the male and female skater wearing suit and costume respectively?,"['she was learning from her', 'different costumes', 'uniform', 'to hold the lady', 'formal event']",4,1
2250,6443512089,where is the child hanging out?,"['along the roadside', 'playground', 'room', 'living room', 'balcony']",4,0
2255,9256409422,why is there a wire on the lady s face?,"['the stage cables dropped', 'it came from the helmet', 'props for costume', 'part of face decoration', 'earpiece']",0,4
2257,8457210773,how many dogs are in the video?,"['one', 'three', 'two', 'five', 'six']",1,2
2258,2679130168,what did the girl do when the adult tries to give her the toy pumpkin?,"['carry it and walk to sofa', 'go to the lady in grey', 'waves her hands in the air', 'hold a cross sign', 'ignore it']",1,4
2259,6896884547,what does the baby do after the ball dropped down onto the floor?,"['sits down', 'climb down', 'get up and dance', 'drive up', 'cycle']",1,1
2261,2796821016,why are the boys lying on the carpet?,"['looking at cat', 'drinking water', 'dance move', 'playing by rolling around', 'looking at book']",1,3
2263,4949582792,what does the baby do as the girl played with the seatbelt in the middle?,"['read a book', 'rock the pram', 'play with pink toy', 'kicking', 'smile']",4,1
2264,6988748711,where are the people working?,"['fish market', 'outdoor', 'matial arts', 'amusement park', 'ring']",4,1
2266,3972259774,how many people are filmed by the camera?,"['one', 'five', 'six', 'seven', 'two']",0,1
2269,9531760182,what did the lady do after she took the bowl from the baby?,"['put on table', 'put the fork down', 'pull her back', 'pick up the seatbelt', 'put the fork in her mouth']",4,0
2271,9531760182,why does the woman hold the baby s hand at the beginning?,"['position for photo', 'feed baby', 'rocking the baby', 'guide him in scoping fish', 'take away the bowl']",1,4
